NTD ID,Legacy NTD ID,Agency,Mode,TOS,3 Mode,Status,Reporter Type,Organization Type,HQ City,HQ State,UACE CD,UZA Name,UZA SQ Miles, UZA Population , Service Area Population , Service Area SQ Miles ,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY
10126,1126,Worcester Regional Transit Authority COA,MB,PT,Bus,Inactive,Full Reporter,Consolidated Reporter,WORCESTER,MA,97291,"Worcester, MA--CT",260.29," 482,085 "," 169,643 ", 231 ,2015,6,2015,"1,163 ",387 ,3 ,$545.00 ,"$18,915.00 ",$48.88 ,$1.41 
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,DO,Bus,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",WATERTOWN,CT,92485,"Waterbury, CT",92.44," 199,317 "," 238,853 ", 116 ,2022,6,2022,"479,764 ","81,790 ",6 ,"$97,342.00 ","$4,572,756.00 ",$55.91 ,$1.19 
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,Bus,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",WATERTOWN,CT,92485,"Waterbury, CT",92.44," 199,317 "," 238,853 ", 116 ,2022,6,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,DO,Bus,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",WATERTOWN,CT,92485,"Waterbury, CT",92.44," 199,317 "," 238,853 ", 116 ,2022,6,2022,"5,367,796 ","1,458,862 ",4 ,"$703,312.00 ","$16,049,126.00 ",$11.00 ,$0.48 
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Bus,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",WATERTOWN,CT,92485,"Waterbury, CT",92.44," 199,317 "," 238,853 ", 116 ,2022,6,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
10129,1129,Massachusetts Department of Transportation,VP,PT,Bus,Inactive,Full Reporter,State Government Unit or Department of Transportation,Boston,MA,09271,"Boston, MA--NH",1655.89," 4,382,009 "," 4,181,019 "," 7,800 ",2016,6,2016,"8,638,548 ","222,418 ",39 ,"$261,862.00 ","$708,180.00 ",$3.18 ,$1.18 
10130,1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,Bus,Active,Full Reporter,Private Provider Reporting on Behalf of a Public Entity,BERLIN,CT,37243,"Hartford, CT",535.93," 977,158 "," 203,562 ", 81 ,2022,6,2022,"2,350,771 ","399,775 ",6 ,"$66,302.00 ","$6,111,129.00 ",$15.29 ,$0.17 
10183,,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",FB,DO,Ferry,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,FALMOUTH,MA,05167,"Barnstable Town, MA",341.28," 303,269 "," 303,269 "," 2,100 ",2022,12,2022,"36,166,702 ","2,903,528 ",12 ,"$33,424,462.00 ","$99,829,787.00 ",$34.38 ,$11.51 
10183,,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,FALMOUTH,MA,05167,"Barnstable Town, MA",341.28," 303,269 "," 303,269 "," 2,100 ",2022,12,2022,"4,000,886 ","853,146 ",5 ,$0.00 ,"$5,458,569.00 ",$6.40 ,$0.00 
11147,,Rhode Island Department of Transportation,FB,PT,Ferry,Active,Full Reporter,State Government Unit or Department of Transportation,PROVIDENCE,RI,72505,"Providence, RI--MA",544.25," 1,285,806 "," 78,813 ", 10 ,2022,6,2022,"833,106 ","32,316 ",26 ,"$328,308.00 ","$1,136,844.00 ",$35.18 ,$10.16 
11154,1135,"Flight Line, Inc.",CB,DO,Bus,Inactive,Small Systems Reporter,Private-For-Profit Corporation,Salem,NH,53740,"Manchester, NH",80.63," 163,289 "," 290,127 ", 517 ,2016,12,2016,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
11238,,Bay State LLC,FB,DO,Ferry,Inactive,Full Reporter,Private-For-Profit Corporation,Boston,MA,09271,"Boston, MA--NH",1655.89," 4,382,009 "," 221,049 ", 277 ,2022,12,2022,"5,318,885 ","96,707 ",55 ,"$6,287,351.00 ","$4,672,351.00 ",$48.31 ,$65.01 
11239,,"Hyannis Harbor Tours, Inc. ",FB,DO,Ferry,Active,Full Reporter,Private-For-Profit Corporation,HYANNIS,MA,05167,"Barnstable Town, MA",341.28," 303,269 "," 210,049 ", 394 ,2022,2,2022,"21,349,864 ","770,496 ",28 ,"$25,972,659.00 ","$18,383,764.00 ",$23.86 ,$33.71 
20002,2002,Capital District Transportation Authority,CB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALBANY,NY,00970,"Albany--Schenectady, NY",271.3," 593,142 "," 511,949 ", 207 ,2022,3,2022,"959,082 ","45,842 ",21 ,"$170,687.00 ","$1,997,987.00 ",$43.58 ,$3.72 
20002,2002,Capital District Transportation Authority,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALBANY,NY,00970,"Albany--Schenectady, NY",271.3," 593,142 "," 511,949 ", 207 ,2022,3,2022,"637,881 ","88,387 ",7 ,"$176,743.00 ","$15,448,971.00 ",$174.79 ,$2.00 
20002,2002,Capital District Transportation Authority,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALBANY,NY,00970,"Albany--Schenectady, NY",271.3," 593,142 "," 511,949 ", 207 ,2022,3,2022,"1,707,597 ","200,014 ",9 ,"$617,245.00 ","$6,951,726.00 ",$34.76 ,$3.09 
20002,2002,Capital District Transportation Authority,DR,TX,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALBANY,NY,00970,"Albany--Schenectady, NY",271.3," 593,142 "," 511,949 ", 207 ,2022,3,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20002,2002,Capital District Transportation Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALBANY,NY,00970,"Albany--Schenectady, NY",271.3," 593,142 "," 511,949 ", 207 ,2022,3,2022,"41,335,480 ","11,175,975 ",4 ,"$7,947,384.00 ","$95,586,715.00 ",$8.55 ,$0.71 
20002,2002,Capital District Transportation Authority,MB,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALBANY,NY,00970,"Albany--Schenectady, NY",271.3," 593,142 "," 511,949 ", 207 ,2022,3,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20002,2002,Capital District Transportation Authority,VP,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,ALBANY,NY,00970,"Albany--Schenectady, NY",271.3," 593,142 "," 511,949 ", 207 ,2022,3,2022,"2,795,084 ","77,592 ",36 ,"$521,920.00 ","$456,318.00 ",$5.88 ,$6.73 
20003,2003,Broome County,DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",BINGHAMTON,NY,07732,"Binghamton, NY",69.73," 155,942 "," 198,963 ", 712 ,2022,12,2022,"297,727 ","40,400 ",7 ,"$259,738.00 ","$2,064,687.00 ",$51.11 ,$6.43 
20003,2003,Broome County,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",BINGHAMTON,NY,07732,"Binghamton, NY",69.73," 155,942 "," 198,963 ", 712 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20003,2003,Broome County,MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",BINGHAMTON,NY,07732,"Binghamton, NY",69.73," 155,942 "," 198,963 ", 712 ,2022,12,2022,"4,171,663 ","1,189,341 ",4 ,"$2,014,194.00 ","$9,910,850.00 ",$8.33 ,$1.69 
20004,2004,Niagara Frontier Transportation Authority,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BUFFALO,NY,11350,"Buffalo, NY",340.5," 948,864 "," 809,275 ", 336 ,2022,3,2022,"2,043,315 ","201,299 ",10 ,"$593,808.00 ","$10,008,053.00 ",$49.72 ,$2.95 
20004,2004,Niagara Frontier Transportation Authority,LR,DO,Rail,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BUFFALO,NY,11350,"Buffalo, NY",340.5," 948,864 "," 809,275 ", 336 ,2022,3,2022,"5,250,351 ","2,076,436 ",3 ,"$2,802,729.00 ","$27,992,220.00 ",$13.48 ,$1.35 
20004,2004,Niagara Frontier Transportation Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,BUFFALO,NY,11350,"Buffalo, NY",340.5," 948,864 "," 809,275 ", 336 ,2022,3,2022,"34,727,837 ","10,879,705 ",3 ,"$20,038,405.00 ","$100,136,825.00 ",$9.20 ,$1.84 
20005,2005,Chemung County,DR,PT,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",ELMIRA,NY,27118,"Elmira, NY",31.7," 62,468 "," 84,148 ", 411 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20005,2005,Chemung County,MB,PT,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",ELMIRA,NY,27118,"Elmira, NY",31.7," 62,468 "," 84,148 ", 411 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20006,2006,City of Long Beach,DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",LONG BEACH,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 33,275 ", 13 ,2022,6,2022,"8,667 ","3,948 ",2 ,"$3,948.00 ","$847,822.00 ",$214.75 ,$1.00 
20006,2006,City of Long Beach,MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",LONG BEACH,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 33,275 ", 13 ,2022,6,2022,"262,714 ","87,685 ",3 ,"$198,350.00 ","$2,983,829.00 ",$34.03 ,$2.26 
20007,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",DR,DO,Bus,Inactive,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",Garden City,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 1,344,436 ", 285 ,2011,12,2011,"3,104,678 ","339,799 ",9 ,"$1,139,960.00 ","$13,029,862.00 ",$38.35 ,$3.35 
20007,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",MB,DO,Bus,Inactive,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",Garden City,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 1,344,436 ", 285 ,2011,12,2011,"150,526,775 ","30,319,738 ",5 ,"$46,073,641.00 ","$130,836,404.00 ",$4.32 ,$1.52 
20008,2008,MTA New York City Transit,CB,DO,Bus,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",BROOKLYN,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 8,804,190 ", 321 ,2022,12,2022,"120,130,708 ","8,045,660 ",15 ,"$49,729,810.00 ","$260,991,861.00 ",$32.44 ,$6.18 
20008,2008,MTA New York City Transit,DR,PT,Bus,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",BROOKLYN,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 8,804,190 ", 321 ,2022,12,2022,"24,395,099 ","2,484,579 ",10 ,"$4,728,186.00 ","$467,111,823.00 ",$188.00 ,$1.90 
20008,2008,MTA New York City Transit,HR,DO,Rail,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",BROOKLYN,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 8,804,190 ", 321 ,2022,12,2022,"7,055,402,031 ","1,788,363,060 ",4 ,"$2,326,782,567.00 ","$5,349,756,161.00 ",$2.99 ,$1.30 
20008,2008,MTA New York City Transit,MB,DO,Bus,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",BROOKLYN,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 8,804,190 ", 321 ,2022,12,2022,"1,088,139,630 ","458,602,306 ",2 ,"$552,000,888.00 ","$2,897,009,660.00 ",$6.32 ,$1.20 
20008,2008,MTA New York City Transit,RB,DO,Bus,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",BROOKLYN,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 8,804,190 ", 321 ,2022,12,2022,"31,036,519 ","16,646,754 ",2 ,"$19,891,924.00 ","$104,396,745.00 ",$6.27 ,$1.19 
20009,2009,City of Poughkeepsie,MB,DO,Bus,Inactive,Reduced Asset Reporter,"City, County or Local Government Unit or Department of Transportation",,NY,71803,"Poughkeepsie--Newburgh, NY",209.92," 314,766 "," 28,844 ", 5 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20010,2010,Dutchess County,DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",POUGHKEEPSIE,NY,71803,"Poughkeepsie--Newburgh, NY",209.92," 314,766 "," 314,766 ", 175 ,2022,12,2022,"187,488 ","23,799 ",8 ,"$54,487.00 ","$3,587,808.00 ",$150.75 ,$2.29 
20010,2010,Dutchess County,MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",POUGHKEEPSIE,NY,71803,"Poughkeepsie--Newburgh, NY",209.92," 314,766 "," 314,766 ", 175 ,2022,12,2022,"3,895,806 ","680,015 ",6 ,"$730,978.00 ","$9,054,422.00 ",$13.32 ,$1.07 
20018,2018,Central New York Regional Transportation Authority,DR,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SYRACUSE,NY,86302,"Syracuse, NY",180.53," 413,660 "," 641,357 ", 510 ,2022,3,2022,"345,806 ","64,947 ",5 ,"$266,143.00 ","$3,751,339.00 ",$57.76 ,$4.10 
20018,2018,Central New York Regional Transportation Authority,DR,PT,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SYRACUSE,NY,86302,"Syracuse, NY",180.53," 413,660 "," 641,357 ", 510 ,2022,3,2022,"462,334 ","79,814 ",6 ,"$196,523.00 ","$4,827,529.00 ",$60.48 ,$2.46 
20018,2018,Central New York Regional Transportation Authority,DR,TX,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SYRACUSE,NY,86302,"Syracuse, NY",180.53," 413,660 "," 641,357 ", 510 ,2022,3,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20018,2018,Central New York Regional Transportation Authority,MB,DO,Bus,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,SYRACUSE,NY,86302,"Syracuse, NY",180.53," 413,660 "," 641,357 ", 510 ,2022,3,2022,"15,062,077 ","4,906,214 ",3 ,"$9,743,790.00 ","$64,567,073.00 ",$13.16 ,$1.99 
20021,2021,Utica Transit Authority,DR,DO,Bus,Inactive,Full Reporter,Public agency or authority that directly operates all transit service (not a State DOT),Utica,NY,89785,"Utica, NY",52.04," 119,059 "," 113,409 ", 46 ,2004,12,2004,"96,348 ","24,087 ",4 ,"$40,743.00 ","$466,918.00 ",$19.38 ,$1.69 
20040,2040,"New York Bus Tours, Inc., dba: New York Bus Service",MB,DO,Bus,Inactive,Full Reporter,Private transportation provider reporting on behalf of a public agency or authority (not a broker),Bronx,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 8,008,278 ", 322 ,2005,12,2005,"22,276,675 ","1,790,318 ",12 ,"$5,582,947.00 ","$21,832,740.00 ",$12.19 ,$3.12 
20071,2071,Town of Huntington,DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",HUNTINGTON,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 204,127 ", 93 ,2022,12,2022,"212,675 ","34,822 ",6 ,"$100,961.00 ","$2,237,798.00 ",$64.26 ,$2.90 
20071,2071,Town of Huntington,MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",HUNTINGTON,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 204,127 ", 93 ,2022,12,2022,"265,175 ","52,494 ",5 ,"$57,947.00 ","$3,567,032.00 ",$67.95 ,$1.10 
20072,2072,Suffolk County ,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",YAPHANK,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 1,526,344 ", 912 ,2022,12,2022,"6,959,552 ","536,175 ",13 ,"$2,009,292.00 ","$35,179,992.00 ",$65.61 ,$3.75 
20072,2072,Suffolk County ,MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",YAPHANK,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 1,526,344 ", 912 ,2022,12,2022,"17,138,560 ","2,405,575 ",7 ,"$3,449,533.00 ","$51,000,673.00 ",$21.20 ,$1.43 
20075,2075,Port Authority Transit Corporation,HR,DO,Rail,Active,Full Reporter,Independent Public Agency or Authority of Transit Service,CAMDEN,NJ,69076,"Philadelphia, PA--NJ--DE--MD",1898.19," 5,696,125 "," 159,726 ", 16 ,2022,12,2022,"41,306,427 ","4,870,310 ",8 ,"$11,491,051.00 ","$57,470,237.00 ",$11.80 ,$2.36 
20076,2076,Westchester County,DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",WHITE PLAINS,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 1,004,457 ", 450 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20076,2076,Westchester County,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",WHITE PLAINS,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 1,004,457 ", 450 ,2022,12,2022,"2,612,233 ","209,094 ",12 ,"$968,255.00 ","$13,439,301.00 ",$64.27 ,$4.63 
20076,2076,Westchester County,DR,TX,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",WHITE PLAINS,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 1,004,457 ", 450 ,2022,12,2022,"526,266 ","90,923 ",6 ,"$373,135.00 ","$1,616,442.00 ",$17.78 ,$4.10 
20076,2076,Westchester County,MB,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",WHITE PLAINS,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 1,004,457 ", 450 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20076,2076,Westchester County,MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",WHITE PLAINS,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 1,004,457 ", 450 ,2022,12,2022,"81,613,292 ","20,586,620 ",4 ,"$21,119,004.00 ","$162,140,455.00 ",$7.88 ,$1.03 
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",CR,DO,Other,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 6,503,894 ", 527 ,2022,12,2022,"1,070,033,815 ","54,517,695 ",20 ,"$448,196,125.00 ","$1,353,483,213.00 ",$24.83 ,$8.22 
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",FB,PT,Ferry,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 6,503,894 ", 527 ,2022,12,2022,"281,807 ","70,093 ",4 ,"$73,528.00 ","$4,099,600.00 ",$58.49 ,$1.05 
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",MB,PT,Bus,Active,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 6,503,894 ", 527 ,2022,12,2022,"110,576 ","151,723 ",1 ,"$233,948.00 ","$2,781,801.00 ",$18.33 ,$1.54 
20079,2079,"Liberty Lines Transit, Inc.",MB,DO,Bus,Inactive,Full Reporter,Private transportation provider reporting on behalf of a public agency or authority (not a broker),Yonkers,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 940,302 ", 434 ,2004,12,2004,"161,672,283 ","34,462,141 ",5 ,"$41,070,037.00 ","$76,786,863.00 ",$2.23 ,$1.19 
20080,2080,New Jersey Transit Corporation,CR,DO,Other,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 10,594,013 "," 5,325 ",2022,6,2022,"1,145,563,899 ","40,054,391 ",29 ,"$277,787,790.00 ","$1,270,807,775.00 ",$31.73 ,$6.94 
20080,2080,New Jersey Transit Corporation,CR,PT,Other,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 10,594,013 "," 5,325 ",2022,6,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20080,2080,New Jersey Transit Corporation,DR,PT,Bus,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 10,594,013 "," 5,325 ",2022,6,2022,"8,649,765 ","1,326,652 ",7 ,"$2,642,963.00 ","$112,424,650.00 ",$84.74 ,$1.99 
20080,2080,New Jersey Transit Corporation,LR,DO,Rail,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 10,594,013 "," 5,325 ",2022,6,2022,"8,601,408 ","3,489,489 ",2 ,"$3,378,232.00 ","$27,591,728.00 ",$7.91 ,$0.97 
20080,2080,New Jersey Transit Corporation,LR,PT,Rail,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 10,594,013 "," 5,325 ",2022,6,2022,"44,271,738 ","10,793,219 ",4 ,"$7,023,343.00 ","$99,296,195.00 ",$9.20 ,$0.65 
20080,2080,New Jersey Transit Corporation,MB,DO,Bus,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 10,594,013 "," 5,325 ",2022,6,2022,"744,881,335 ","95,497,204 ",8 ,"$242,952,995.00 ","$1,024,749,663.00 ",$10.73 ,$2.54 
20080,2080,New Jersey Transit Corporation,MB,PT,Bus,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 10,594,013 "," 5,325 ",2022,6,2022,"31,025,429 ","7,247,926 ",4 ,"$5,256,783.00 ","$63,462,415.00 ",$8.76 ,$0.73 
20080,2080,New Jersey Transit Corporation,VP,PT,Bus,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 10,594,013 "," 5,325 ",2022,6,2022,"6,253,529 ","166,362 ",38 ,"$700,245.00 ","$3,158,657.00 ",$18.99 ,$4.21 
20080,2080,New Jersey Transit Corporation,YR,PT,Rail,Active,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 10,594,013 "," 5,325 ",2022,6,2022,"25,017,387 ","1,712,082 ",15 ,"$1,032,848.00 ","$34,862,160.00 ",$20.36 ,$0.60 
20082,2082,New York City Department of Transportation,CB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",NEW YORK,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 8,804,190 ", 372 ,2023,6,2023,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20082,2082,New York City Department of Transportation,FB,DO,Ferry,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",NEW YORK,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 8,804,190 ", 372 ,2023,6,2023,"76,519,888 ","14,715,363 ",5 ,$0.00 ,"$153,811,666.00 ",$10.45 ,$0.00 
20082,2082,New York City Department of Transportation,MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",NEW YORK,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 8,804,190 ", 372 ,2023,6,2023,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20084,2084,County of Rockland ,DR,DO,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",NEW CITY,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 325,789 ", 176 ,2022,12,2022,"435,221 ","52,596 ",8 ,$0.00 ,"$3,694,500.00 ",$70.24 ,$0.00 
20084,2084,County of Rockland ,MB,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",NEW CITY,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 325,789 ", 176 ,2022,12,2022,"8,885,715 ","1,165,925 ",8 ,"$11,583.00 ","$15,302,009.00 ",$13.12 ,$0.01 
20085,2085,Town of Clarkstown ,MB,DO,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",NEW CITY,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 300,173 ", 179 ,2022,12,2022,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20086,2086,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens,DR,DO,Bus,Inactive,Full Reporter,?,Pomona,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 ", 0 , 0 ,2015,12,2015,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20089,2089,Village of Spring Valley ,MB,DO,Bus,Inactive,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",Spring Valley,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 32,603 ", 2 ,2018,5,2018,0 ,0 ,0 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20096,2096,Putnam County ,DR,PT,Bus,Active,Full Reporter,"City, County or Local Government Unit or Department of Transportation",CARMEL,NY,63217,"New York--Jersey City--Newark, NY--NJ",3248.12," 19,426,449 "," 62,901 ", 98 ,2022,12,2022,"104,030 ","10,199 ",10 ,"$33,112.00 ","$431,487.00 ",$42.31 ,$3.25 
